,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
5457,Egypt’s Sisi arrives Ethiopia to hand over AU chairmanship to South Africa,2020-02-08,egypt s sisi arrives ethiopia to hand over au chairmanship to south africa,sisi arrive hand chairmanship,"['sisi', 'arrive', 'hand', 'chairmanship']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5458,Egypt wins place on AU Peace and Security Council for 2020-2022,2020-02-07,egypt wins place on au peace and security council for 2020 2022,win place peace,"['win', 'place', 'peace']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
5459,Egypt's Sisi inspects development work in Cairo slum area Ezbet El-Haggana,2020-02-07,egypt is sisi inspects development work in cairo slum area ezbet el haggana,sisi inspect development work,"['sisi', 'inspect', 'development', 'work']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5460,Egypt govt ‘on high alert’ to combat overpopulation as population nears 100 million,2020-02-07,egypt govt on high alert to combat overpopulation as population nears 100 million,high alert combat overpopulation population near,"['high', 'alert', 'combat', 'overpopulation', 'population', 'near']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5461,Rain forecast for Cairo on Saturday as temperatures drop,2020-02-07,rain forecast for cairo on saturday as temperatures drop,rain temperature drop,"['rain', 'temperature', 'drop']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5462,Egypt supports Kenya against terrorism and radicalism: FM Shoukry ,2020-02-06,egypt supports kenya against terrorism and radicalism fm shoukry ,support terrorism,"['support', 'terrorism']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5463,Egypt's Dabaa project safety systems amount to 60% of total cost: Russia's ROSTOM,2020-02-06,egypt is dabaa project safety systems amount to 60 of total cost russia is rostom,safety system amount total cost rostom,"['safety', 'system', 'amount', 'total', 'cost', 'rostom']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5464,Saudi King Salman sends Sisi message affirming deep Egyptian-Saudi ties,2020-02-06,saudi king salman sends sisi message affirming deep egyptian saudi ties,send sisi message affirm deep egyptian saudi tie,"['send', 'sisi', 'message', 'affirm', 'deep', 'egyptian', 'saudi', 'tie']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5465,"Thirteen killed, 7 injured in truck-microbus collision near Aswan ",2020-02-06,thirteen killed 7 injured in truck microbus collision near aswan ,kill injure truck collision,"['kill', 'injure', 'truck', 'collision']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5466,Egypt's competition watchdog urges health ministry to stop potential Cleopatra-Alameda merger,2020-02-06,egypt is competition watchdog urges health ministry to stop potential cleopatra alameda merger,urge stop potential cleopatra merger,"['urge', 'stop', 'potential', 'cleopatra', 'merger']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5467,Egypt's PM attends signing of deal to upgrade roads in 12 governorates,2020-02-05,egypt is pm attends signing of deal to upgrade roads in 12 governorates,pm attend signing deal upgrade road governorate,"['pm', 'attend', 'signing', 'deal', 'upgrade', 'road', 'governorate']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5468,Cairo's first electric bus now runs from downtown to New Cairo,2020-02-05,cairo is first electric bus now runs from downtown to new cairo,first electric bus now run downtown,"['first', 'electric', 'bus', 'now', 'run', 'downtown']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5469,"Egypt looks for alternate suppliers of protective masks amid crisis in China, declines Chinese import order",2020-02-05,egypt looks for alternate suppliers of protective masks amid crisis in china declines chinese import order,look alternate supplier protective mask crisis decline chinese import order,"['look', 'alternate', 'supplier', 'protective', 'mask', 'crisis', 'decline', 'chinese', 'import', 'order']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5470,Egypt's Shoukry heads to Addis Abba for African Union meetings,2020-02-05,egypt is shoukry heads to addis abba for african union meetings,shoukry head meeting,"['shoukry', 'head', 'meeting']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5471,Egypt's meteorological authority forecasts unstable weather for four days ,2020-02-05,egypt is meteorological authority forecasts unstable weather for four days ,meteorological authority forecast unstable weather day,"['meteorological_authority', 'forecast', 'unstable_weather', 'day']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5472,Egypt brings back home 32 fishermen detained by Yemeni Houthis,2020-02-04,egypt brings back home 32 fishermen detained by yemeni houthis,bring back home fisherman detain yemeni houthis,"['bring', 'back', 'home', 'fisherman', 'detain', 'yemeni', 'houthis']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5473,UN appoints former Egyptian minister Mahmoud Mohieldin as special envoy on 2030 Agenda financing,2020-02-04,un appoints former egyptian minister mahmoud mohieldin as special envoy on 2030 agenda financing,appoint former special envoy agenda financing,"['appoint', 'former', 'special_envoy', 'agenda', 'financing']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5474,4.5 million women screened by Egypt's '100 Million Health' initiative,2020-02-04,4 5 million women screened by egypt is 100 million health initiative,woman screen health initiative,"['woman', 'screen', 'health', 'initiative']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5475,Egypt court orders release of Egyptian satirist Shady Abu Zeid after nearly two-year detention,2020-02-04,egypt court orders release of egyptian satirist shady abu zeid after nearly two year detention,order egyptian satirist nearly year detention,"['order', 'egyptian', 'satirist', 'nearly', 'year', 'detention']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5476,Egypt's environment ministry launches campaign to limit use of plastic bags in Zamalek,2020-02-04,egypt is environment ministry launches campaign to limit use of plastic bags in zamalek,launch campaign limit use plastic bag,"['launch', 'campaign', 'limit', 'use', 'plastic', 'bag']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5477,"Egypt, Russia foreign ministers agree on need to achieve fair, comprehensive solution to Palestinian crisis",2020-02-04,egypt russia foreign ministers agree on need to achieve fair comprehensive solution to palestinian crisis,minister agree need achieve fair comprehensive solution palestinian crisis,"['minister', 'agree', 'need', 'achieve', 'fair', 'comprehensive', 'solution', 'palestinian', 'crisis']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5478,"Egypt's Sisi approves tougher penalties for alimony, child support evaders",2020-02-04,egypt is sisi approves tougher penalties for alimony child support evaders,sisi approve tough penalty alimony child support evader,"['sisi', 'approve', 'tough', 'penalty', 'alimony', 'child', 'support', 'evader']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5479,"Ethiopia, Sudan, Egypt closer to resolving GERD issues, Ethiopian PM says",2020-02-04,ethiopia sudan egypt closer to resolving gerd issues ethiopian pm says,closer resolve gerd issue ethiopian say,"['closer', 'resolve', 'gerd', 'issue', 'ethiopian', 'say']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5480,Egypt's Sisi orders gov't to help financially ailing firms,2020-02-03,egypt is sisi orders gov not to help financially ailing firms,sisi order help financially ailing firm,"['sisi', 'order', 'help', 'financially', 'ailing', 'firm']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5481,Egypt's education minister dismisses rumours about postponing school over coronavirus outbreak,2020-02-03,egypt is education minister dismisses rumours about postponing school over coronavirus outbreak,dismiss rumour postpone school,"['dismiss', 'rumour', 'postpone', 'school']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5482,Egyptians arrive from Wahun at El-Alamein airport; will stay in two-week quarantine,2020-02-03,egyptians arrive from wahun at el alamein airport will stay in two week quarantine,egyptian arrive will stay in week quarantine,"['egyptian', 'arrive', 'will', 'stay', 'in', 'week', 'quarantine']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5483,Egypt takes precautionary measures against crop-eating desert locust,2020-02-03,egypt takes precautionary measures against crop eating desert locust,take precautionary measure crop eat desert locust,"['take', 'precautionary_measure', 'crop', 'eat', 'desert', 'locust']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5484,New mechanised office for civil services installed at Egypt's mega-mall City Stars,2020-02-03,new mechanised office for civil services installed at egypt is mega mall city stars,new mechanised office civil service instal city star,"['new', 'mechanised', 'office', 'civil', 'service', 'instal', 'city', 'star']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5485,Egyptians returning from Wuhan to land in Matrouh for quarantine: Minister of health,2020-02-03,egyptians returning from wuhan to land in matrouh for quarantine minister of health,egyptian return land,"['egyptian', 'return', 'land']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5486,Egypt's Sisi orders government to scale up efforts to upgrade slum areas nationwide,2020-02-02,egypt is sisi orders government to scale up efforts to upgrade slum areas nationwide,sisi order government scale effort upgrade slum area nationwide,"['sisi', 'order', 'government', 'scale', 'effort', 'upgrade', 'slum', 'area', 'nationwide']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5487,Egypt's Sisi instructs government to boost electric vehicle manufacturing,2020-02-02,egypt is sisi instructs government to boost electric vehicle manufacturing,sisi instruct government boost electric vehicle manufacturing,"['sisi', 'instruct', 'government', 'boost', 'electric', 'vehicle', 'manufacturing']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5488,Egypt sends special jet to Wuhan to bring Egyptians back home: Ministry ,2020-02-02,egypt sends special jet to wuhan to bring egyptians back home ministry ,send special jet bring back home,"['send', 'special', 'jet', 'bring', 'back', 'home']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
